"state","year","min_wage","gdp_millions","unemployment","population","rental_vacancy_rate","bachelors","homeowner_rate","manufacturing"
"FL",1911,NA,NA,NA,773,NA,NA,NA,NA
"FL",1912,NA,NA,NA,801,NA,NA,NA,NA
"FL",1913,NA,NA,NA,828,NA,NA,NA,NA
"FL",1914,NA,NA,NA,871,NA,NA,NA,NA
"FL",1915,NA,NA,NA,922,NA,NA,NA,NA
"FL",1916,NA,NA,NA,924,NA,NA,NA,NA
"FL",1917,NA,NA,NA,895,NA,NA,NA,NA
"FL",1918,NA,NA,NA,865,NA,NA,NA,NA
"FL",1919,NA,NA,NA,898,NA,NA,NA,NA
"FL",1920,NA,NA,NA,962,NA,NA,NA,NA
"FL",1921,NA,NA,NA,997,NA,NA,NA,NA
"FL",1922,NA,NA,NA,1044,NA,NA,NA,NA
"FL",1923,NA,NA,NA,1097,NA,NA,NA,NA
"FL",1924,NA,NA,NA,1160,NA,NA,NA,NA
"FL",1925,NA,NA,NA,1264,NA,NA,NA,NA
"FL",1926,NA,NA,NA,1368,NA,NA,NA,NA
"FL",1927,NA,NA,NA,1418,NA,NA,NA,NA
"FL",1928,NA,NA,NA,1433,NA,NA,NA,NA
"FL",1929,NA,NA,NA,1445,NA,NA,NA,NA
"FL",1930,NA,NA,NA,1471,NA,NA,NA,NA
"FL",1931,NA,NA,NA,1493,NA,NA,NA,NA
"FL",1932,NA,NA,NA,1521,NA,NA,NA,NA
"FL",1933,NA,NA,NA,1552,NA,NA,NA,NA
"FL",1934,NA,NA,NA,1585,NA,NA,NA,NA
"FL",1935,NA,NA,NA,1613,NA,NA,NA,NA
"FL",1936,NA,NA,NA,1651,NA,NA,NA,NA
"FL",1937,NA,NA,NA,1709,NA,NA,NA,NA
"FL",1938,NA,NA,NA,1771,NA,NA,NA,NA
"FL",1939,NA,NA,NA,1836,NA,NA,NA,NA
"FL",1940,NA,NA,NA,1915,NA,NA,NA,NA
"FL",1941,NA,NA,NA,2017,NA,NA,NA,NA
"FL",1942,NA,NA,NA,2151,NA,NA,NA,NA
"FL",1943,NA,NA,NA,2451,NA,NA,NA,NA
"FL",1944,NA,NA,NA,2420,NA,NA,NA,NA
"FL",1945,NA,NA,NA,2465,NA,NA,NA,NA
"FL",1946,NA,NA,NA,2440,NA,NA,NA,NA
"FL",1947,NA,NA,NA,2528,NA,NA,NA,NA
"FL",1948,NA,NA,NA,2578,NA,NA,NA,NA
"FL",1949,NA,NA,NA,2668,NA,NA,NA,NA
"FL",1950,NA,NA,NA,2810,NA,NA,NA,NA
"FL",1951,NA,NA,NA,2980,NA,NA,NA,NA
"FL",1952,NA,NA,NA,3157,NA,NA,NA,NA
"FL",1953,NA,NA,NA,3310,NA,NA,NA,NA
"FL",1954,NA,NA,NA,3505,NA,NA,NA,NA
"FL",1955,NA,NA,NA,3747,NA,NA,NA,NA
"FL",1956,NA,NA,NA,4047,NA,NA,NA,NA
"FL",1957,NA,NA,NA,4372,NA,NA,NA,NA
"FL",1958,NA,NA,NA,4630,NA,NA,NA,NA
"FL",1959,NA,NA,NA,4808,NA,NA,NA,NA
"FL",1960,NA,NA,NA,5004,NA,NA,NA,NA
"FL",1961,NA,NA,NA,5243,NA,NA,NA,NA
"FL",1962,NA,NA,NA,5458,NA,NA,NA,NA
"FL",1963,NA,NA,NA,5628,NA,NA,NA,NA
"FL",1964,NA,NA,NA,5781,NA,NA,NA,NA
"FL",1965,NA,NA,NA,5954,NA,NA,NA,NA
"FL",1966,NA,NA,NA,6104,NA,NA,NA,NA
"FL",1967,NA,NA,NA,6242,NA,NA,NA,NA
"FL",1968,NA,NA,NA,6433,NA,NA,NA,NA
"FL",1969,NA,NA,NA,6641,NA,NA,NA,NA
"FL",1970,NA,NA,NA,6791.418,NA,NA,NA,NA
"FL",1971,NA,NA,NA,7158.304,NA,NA,NA,NA
"FL",1972,NA,NA,NA,7511.463,NA,NA,NA,NA
"FL",1973,NA,NA,NA,7913.696,NA,NA,NA,NA
"FL",1974,NA,NA,NA,8298.762,NA,NA,NA,NA
"FL",1975,NA,NA,NA,8518.422,NA,NA,NA,NA
"GA",1900,NA,NA,NA,2220,NA,NA,NA,NA
"GA",1901,NA,NA,NA,2263,NA,NA,NA,NA
"GA",1902,NA,NA,NA,2305,NA,NA,NA,NA
"GA",1903,NA,NA,NA,2346,NA,NA,NA,NA
"GA",1904,NA,NA,NA,2387,NA,NA,NA,NA
"GA",1905,NA,NA,NA,2427,NA,NA,NA,NA
"GA",1906,NA,NA,NA,2466,NA,NA,NA,NA
"GA",1907,NA,NA,NA,2505,NA,NA,NA,NA
"GA",1908,NA,NA,NA,2543,NA,NA,NA,NA
"GA",1909,NA,NA,NA,2580,NA,NA,NA,NA
"GA",1910,NA,NA,NA,2618,NA,NA,NA,NA
"GA",1911,NA,NA,NA,2644,NA,NA,NA,NA
"GA",1912,NA,NA,NA,2676,NA,NA,NA,NA
"GA",1913,NA,NA,NA,2733,NA,NA,NA,NA
"GA",1914,NA,NA,NA,2776,NA,NA,NA,NA
"GA",1915,NA,NA,NA,2810,NA,NA,NA,NA
"GA",1916,NA,NA,NA,2856,NA,NA,NA,NA
"GA",1917,NA,NA,NA,2885,NA,NA,NA,NA
"GA",1918,NA,NA,NA,2941,NA,NA,NA,NA
"GA",1919,NA,NA,NA,2870,NA,NA,NA,NA
"GA",1920,NA,NA,NA,2926,NA,NA,NA,NA
"GA",1921,NA,NA,NA,2965,NA,NA,NA,NA
"GA",1922,NA,NA,NA,2965,NA,NA,NA,NA
"GA",1923,NA,NA,NA,2954,NA,NA,NA,NA
"GA",1924,NA,NA,NA,2920,NA,NA,NA,NA
"GA",1925,NA,NA,NA,2883,NA,NA,NA,NA
"GA",1926,NA,NA,NA,2869,NA,NA,NA,NA
"GA",1927,NA,NA,NA,2891,NA,NA,NA,NA
"GA",1928,NA,NA,NA,2903,NA,NA,NA,NA
"GA",1929,NA,NA,NA,2903,NA,NA,NA,NA
"GA",1930,NA,NA,NA,2910,NA,NA,NA,NA
"GA",1931,NA,NA,NA,2924,NA,NA,NA,NA
"GA",1932,NA,NA,NA,2935,NA,NA,NA,NA
"GA",1933,NA,NA,NA,2950,NA,NA,NA,NA
"GA",1934,NA,NA,NA,2964,NA,NA,NA,NA
"GA",1935,NA,NA,NA,2955,NA,NA,NA,NA
"GA",1936,NA,NA,NA,2978,NA,NA,NA,NA
"GA",1937,NA,NA,NA,3037,NA,NA,NA,NA
"GA",1938,NA,NA,NA,3091,NA,NA,NA,NA
"GA",1939,NA,NA,NA,3120,NA,NA,NA,NA
"GA",1940,NA,NA,NA,3119,NA,NA,NA,NA
"GA",1941,NA,NA,NA,3179,NA,NA,NA,NA
"GA",1942,NA,NA,NA,3209,NA,NA,NA,NA
"GA",1943,NA,NA,NA,3245,NA,NA,NA,NA
"GA",1944,NA,NA,NA,3176,NA,NA,NA,NA
"GA",1945,NA,NA,NA,3119,NA,NA,NA,NA
"GA",1946,NA,NA,NA,3242,NA,NA,NA,NA
"GA",1947,NA,NA,NA,3272,NA,NA,NA,NA
"GA",1948,NA,NA,NA,3259,NA,NA,NA,NA
"GA",1949,NA,NA,NA,3325,NA,NA,NA,NA
"GA",1950,NA,NA,NA,3458,NA,NA,NA,NA
"GA",1951,NA,NA,NA,3531,NA,NA,NA,NA
"GA",1952,NA,NA,NA,3584,NA,NA,NA,NA
"GA",1953,NA,NA,NA,3558,NA,NA,NA,NA
"GA",1954,NA,NA,NA,3602,NA,NA,NA,NA
"GA",1955,NA,NA,NA,3636,NA,NA,NA,NA
"GA",1956,NA,NA,NA,3701,NA,NA,NA,NA
"GA",1957,NA,NA,NA,3766,NA,NA,NA,NA
"GA",1958,NA,NA,NA,3804,NA,NA,NA,NA
"GA",1959,NA,NA,NA,3868,NA,NA,NA,NA
"GA",1960,NA,NA,NA,3956,NA,NA,NA,NA
"GA",1961,NA,NA,NA,4015,NA,NA,NA,NA
"GA",1962,NA,NA,NA,4086,NA,NA,NA,NA
"GA",1963,NA,NA,NA,4172,NA,NA,NA,NA
"GA",1964,NA,NA,NA,4258,NA,NA,NA,NA
"GA",1965,NA,NA,NA,4332,NA,NA,NA,NA
"GA",1966,NA,NA,NA,4379,NA,NA,NA,NA
"GA",1967,NA,NA,NA,4408,NA,NA,NA,NA
"GA",1968,NA,NA,NA,4482,NA,NA,NA,NA
"GA",1969,NA,NA,NA,4551,NA,NA,NA,NA
"GA",1970,NA,NA,NA,4587.93,NA,NA,NA,NA
"GA",1971,NA,NA,NA,4711.55,NA,NA,NA,NA
"GA",1972,NA,NA,NA,4809.49,NA,NA,NA,NA
"GA",1973,NA,NA,NA,4910.374,NA,NA,NA,NA
"GA",1974,NA,NA,NA,4999.419,NA,NA,NA,NA
"GA",1975,NA,NA,NA,5064.075,NA,NA,NA,NA
"HI",1950,NA,NA,NA,498,NA,NA,NA,NA
"HI",1951,NA,NA,NA,514,NA,NA,NA,NA
"HI",1952,NA,NA,NA,517,NA,NA,NA,NA
"HI",1953,NA,NA,NA,510,NA,NA,NA,NA
"HI",1954,NA,NA,NA,505,NA,NA,NA,NA
"HI",1955,NA,NA,NA,539,NA,NA,NA,NA
"HI",1956,NA,NA,NA,559,NA,NA,NA,NA
"HI",1957,NA,NA,NA,584,NA,NA,NA,NA
"HI",1958,NA,NA,NA,605,NA,NA,NA,NA
"HI",1959,NA,NA,NA,622,NA,NA,NA,NA
"HI",1960,NA,NA,NA,642,NA,NA,NA,NA
"HI",1961,NA,NA,NA,659,NA,NA,NA,NA
"HI",1962,NA,NA,NA,684,NA,NA,NA,NA
"HI",1963,NA,NA,NA,682,NA,NA,NA,NA
"HI",1964,NA,NA,NA,700,NA,NA,NA,NA
"HI",1965,NA,NA,NA,704,NA,NA,NA,NA
"HI",1966,NA,NA,NA,710,NA,NA,NA,NA
"HI",1967,NA,NA,NA,723,NA,NA,NA,NA
"HI",1968,NA,NA,NA,734,NA,NA,NA,NA
"HI",1969,NA,NA,NA,750,NA,NA,NA,NA
"HI",1970,NA,NA,NA,769.913,NA,NA,NA,NA
"HI",1971,NA,NA,NA,801.644,NA,NA,NA,NA
"HI",1972,NA,NA,NA,828.331,NA,NA,NA,NA
"HI",1973,NA,NA,NA,851.595,NA,NA,NA,NA
"HI",1974,NA,NA,NA,867.978,NA,NA,NA,NA
"HI",1975,NA,NA,NA,886.16,NA,NA,NA,NA
"ID",1900,NA,NA,NA,163,NA,NA,NA,NA
"ID",1901,NA,NA,NA,176,NA,NA,NA,NA
"ID",1902,NA,NA,NA,199,NA,NA,NA,NA
"ID",1903,NA,NA,NA,216,NA,NA,NA,NA
"ID",1904,NA,NA,NA,229,NA,NA,NA,NA
"ID",1905,NA,NA,NA,246,NA,NA,NA,NA
"ID",1906,NA,NA,NA,262,NA,NA,NA,NA
"ID",1907,NA,NA,NA,277,NA,NA,NA,NA
"ID",1908,NA,NA,NA,291,NA,NA,NA,NA
"ID",1909,NA,NA,NA,311,NA,NA,NA,NA
"ID",1910,NA,NA,NA,329,NA,NA,NA,NA
"ID",1911,NA,NA,NA,343,NA,NA,NA,NA
"ID",1912,NA,NA,NA,359,NA,NA,NA,NA
"ID",1913,NA,NA,NA,371,NA,NA,NA,NA
"ID",1914,NA,NA,NA,384,NA,NA,NA,NA
"ID",1915,NA,NA,NA,394,NA,NA,NA,NA
"ID",1916,NA,NA,NA,405,NA,NA,NA,NA
"ID",1917,NA,NA,NA,413,NA,NA,NA,NA
"ID",1918,NA,NA,NA,405,NA,NA,NA,NA
"ID",1919,NA,NA,NA,424,NA,NA,NA,NA
"ID",1920,NA,NA,NA,433,NA,NA,NA,NA
"ID",1921,NA,NA,NA,435,NA,NA,NA,NA
"ID",1922,NA,NA,NA,436,NA,NA,NA,NA
"ID",1923,NA,NA,NA,436,NA,NA,NA,NA
"ID",1924,NA,NA,NA,434,NA,NA,NA,NA
"ID",1925,NA,NA,NA,436,NA,NA,NA,NA
"ID",1926,NA,NA,NA,441,NA,NA,NA,NA
"ID",1927,NA,NA,NA,447,NA,NA,NA,NA
"ID",1928,NA,NA,NA,449,NA,NA,NA,NA
"ID",1929,NA,NA,NA,447,NA,NA,NA,NA
"ID",1930,NA,NA,NA,447,NA,NA,NA,NA
"ID",1931,NA,NA,NA,454,NA,NA,NA,NA
"ID",1932,NA,NA,NA,459,NA,NA,NA,NA
"ID",1933,NA,NA,NA,464,NA,NA,NA,NA
"ID",1934,NA,NA,NA,473,NA,NA,NA,NA
"ID",1935,NA,NA,NA,481,NA,NA,NA,NA
"ID",1936,NA,NA,NA,495,NA,NA,NA,NA
"ID",1937,NA,NA,NA,507,NA,NA,NA,NA
"ID",1938,NA,NA,NA,513,NA,NA,NA,NA
"ID",1939,NA,NA,NA,521,NA,NA,NA,NA
"ID",1940,NA,NA,NA,522,NA,NA,NA,NA
"ID",1941,NA,NA,NA,501,NA,NA,NA,NA
"ID",1942,NA,NA,NA,478,NA,NA,NA,NA
"ID",1943,NA,NA,NA,500,NA,NA,NA,NA
"ID",1944,NA,NA,NA,529,NA,NA,NA,NA
"ID",1945,NA,NA,NA,507,NA,NA,NA,NA
"ID",1946,NA,NA,NA,509,NA,NA,NA,NA
"ID",1947,NA,NA,NA,522,NA,NA,NA,NA
"ID",1948,NA,NA,NA,551,NA,NA,NA,NA
"ID",1949,NA,NA,NA,570,NA,NA,NA,NA
"ID",1950,NA,NA,NA,590,NA,NA,NA,NA
"ID",1951,NA,NA,NA,589,NA,NA,NA,NA
"ID",1952,NA,NA,NA,587,NA,NA,NA,NA
"ID",1953,NA,NA,NA,596,NA,NA,NA,NA
"ID",1954,NA,NA,NA,600,NA,NA,NA,NA
"ID",1955,NA,NA,NA,618,NA,NA,NA,NA
"ID",1956,NA,NA,NA,628,NA,NA,NA,NA
"ID",1957,NA,NA,NA,642,NA,NA,NA,NA
"ID",1958,NA,NA,NA,646,NA,NA,NA,NA
"ID",1959,NA,NA,NA,657,NA,NA,NA,NA
"ID",1960,NA,NA,NA,671,NA,NA,NA,NA
"ID",1961,NA,NA,NA,684,NA,NA,NA,NA
"ID",1962,NA,NA,NA,692,NA,NA,NA,NA
"ID",1963,NA,NA,NA,683,NA,NA,NA,NA
"ID",1964,NA,NA,NA,680,NA,NA,NA,NA
"ID",1965,NA,NA,NA,686,NA,NA,NA,NA
"ID",1966,NA,NA,NA,689,NA,NA,NA,NA
"ID",1967,NA,NA,NA,688,NA,NA,NA,NA
"ID",1968,NA,NA,NA,695,NA,NA,NA,NA
"ID",1969,NA,NA,NA,707,NA,NA,NA,NA
"ID",1970,NA,NA,NA,713.015,NA,NA,NA,NA
"ID",1971,NA,NA,NA,738.753,NA,NA,NA,NA
"ID",1972,NA,NA,NA,763.237,NA,NA,NA,NA
"ID",1973,NA,NA,NA,782.074,NA,NA,NA,NA
"ID",1974,NA,NA,NA,807.99,NA,NA,NA,NA
"ID",1975,NA,NA,NA,831.982,NA,NA,NA,NA
"IL",1900,NA,NA,NA,4828,NA,NA,NA,NA
"IL",1901,NA,NA,NA,4914,NA,NA,NA,NA
"IL",1902,NA,NA,NA,4992,NA,NA,NA,NA
"IL",1903,NA,NA,NA,5071,NA,NA,NA,NA
"IL",1904,NA,NA,NA,5161,NA,NA,NA,NA
"IL",1905,NA,NA,NA,5241,NA,NA,NA,NA
"IL",1906,NA,NA,NA,5309,NA,NA,NA,NA
"IL",1907,NA,NA,NA,5384,NA,NA,NA,NA
"IL",1908,NA,NA,NA,5474,NA,NA,NA,NA
"IL",1909,NA,NA,NA,5567,NA,NA,NA,NA
"IL",1910,NA,NA,NA,5668,NA,NA,NA,NA
"IL",1911,NA,NA,NA,5757,NA,NA,NA,NA
"IL",1912,NA,NA,NA,5828,NA,NA,NA,NA
"IL",1913,NA,NA,NA,5961,NA,NA,NA,NA
"IL",1914,NA,NA,NA,6109,NA,NA,NA,NA
"IL",1915,NA,NA,NA,6194,NA,NA,NA,NA
"IL",1916,NA,NA,NA,6274,NA,NA,NA,NA
"IL",1917,NA,NA,NA,6313,NA,NA,NA,NA
"IL",1918,NA,NA,NA,6275,NA,NA,NA,NA
"IL",1919,NA,NA,NA,6392,NA,NA,NA,NA
"IL",1920,NA,NA,NA,6663,NA,NA,NA,NA
"IL",1921,NA,NA,NA,6858,NA,NA,NA,NA
"IL",1922,NA,NA,NA,6958,NA,NA,NA,NA
"IL",1923,NA,NA,NA,7068,NA,NA,NA,NA
"IL",1924,NA,NA,NA,7215,NA,NA,NA,NA
"IL",1925,NA,NA,NA,7306,NA,NA,NA,NA
"IL",1926,NA,NA,NA,7395,NA,NA,NA,NA
"IL",1927,NA,NA,NA,7519,NA,NA,NA,NA
"IL",1928,NA,NA,NA,7576,NA,NA,NA,NA
"IL",1929,NA,NA,NA,7606,NA,NA,NA,NA
"IL",1930,NA,NA,NA,7644,NA,NA,NA,NA
"IL",1931,NA,NA,NA,7687,NA,NA,NA,NA
"IL",1932,NA,NA,NA,7736,NA,NA,NA,NA
"IL",1933,NA,NA,NA,7768,NA,NA,NA,NA
"IL",1934,NA,NA,NA,7772,NA,NA,NA,NA
"IL",1935,NA,NA,NA,7797,NA,NA,NA,NA
"IL",1936,NA,NA,NA,7840,NA,NA,NA,NA
"IL",1937,NA,NA,NA,7857,NA,NA,NA,NA
"IL",1938,NA,NA,NA,7866,NA,NA,NA,NA
"IL",1939,NA,NA,NA,7890,NA,NA,NA,NA
"IL",1940,NA,NA,NA,7905,NA,NA,NA,NA
"IL",1941,NA,NA,NA,7995,NA,NA,NA,NA
"IL",1942,NA,NA,NA,8057,NA,NA,NA,NA
"IL",1943,NA,NA,NA,7761,NA,NA,NA,NA
"IL",1944,NA,NA,NA,7719,NA,NA,NA,NA
"IL",1945,NA,NA,NA,7601,NA,NA,NA,NA
"IL",1946,NA,NA,NA,8155,NA,NA,NA,NA
"IL",1947,NA,NA,NA,8341,NA,NA,NA,NA
"IL",1948,NA,NA,NA,8552,NA,NA,NA,NA
"IL",1949,NA,NA,NA,8670,NA,NA,NA,NA
"IL",1950,NA,NA,NA,8738,NA,NA,NA,NA
"IL",1951,NA,NA,NA,8790,NA,NA,NA,NA
"IL",1952,NA,NA,NA,8956,NA,NA,NA,NA
"IL",1953,NA,NA,NA,9065,NA,NA,NA,NA
"IL",1954,NA,NA,NA,9252,NA,NA,NA,NA
"IL",1955,NA,NA,NA,9435,NA,NA,NA,NA
"IL",1956,NA,NA,NA,9530,NA,NA,NA,NA
"IL",1957,NA,NA,NA,9668,NA,NA,NA,NA
"IL",1958,NA,NA,NA,9886,NA,NA,NA,NA
"IL",1959,NA,NA,NA,9986,NA,NA,NA,NA
"IL",1960,NA,NA,NA,10086,NA,NA,NA,NA
"IL",1961,NA,NA,NA,10130,NA,NA,NA,NA
"IL",1962,NA,NA,NA,10280,NA,NA,NA,NA
"IL",1963,NA,NA,NA,10402,NA,NA,NA,NA
"IL",1964,NA,NA,NA,10580,NA,NA,NA,NA
"IL",1965,NA,NA,NA,10693,NA,NA,NA,NA
"IL",1966,NA,NA,NA,10836,NA,NA,NA,NA
"IL",1967,NA,NA,NA,10947,NA,NA,NA,NA
"IL",1968,NA,NA,NA,10995,NA,NA,NA,NA
"IL",1969,NA,NA,NA,11039,NA,NA,NA,NA
"IL",1970,NA,NA,NA,11110.285,NA,NA,NA,NA
"IL",1971,NA,NA,NA,11202.397,NA,NA,NA,NA
"IL",1972,NA,NA,NA,11251.948,NA,NA,NA,NA
"IL",1973,NA,NA,NA,11251.367,NA,NA,NA,NA
"IL",1974,NA,NA,NA,11262.145,NA,NA,NA,NA
"IL",1975,NA,NA,NA,11291.743,NA,NA,NA,NA
"IN",1900,NA,NA,NA,2518,NA,NA,NA,NA
"IN",1901,NA,NA,NA,2541,NA,NA,NA,NA
"IN",1902,NA,NA,NA,2567,NA,NA,NA,NA
"IN",1903,NA,NA,NA,2594,NA,NA,NA,NA
"IN",1904,NA,NA,NA,2614,NA,NA,NA,NA
"IN",1905,NA,NA,NA,2635,NA,NA,NA,NA
"IN",1906,NA,NA,NA,2663,NA,NA,NA,NA
"IN",1907,NA,NA,NA,2679,NA,NA,NA,NA
"IN",1908,NA,NA,NA,2677,NA,NA,NA,NA
"IN",1909,NA,NA,NA,2678,NA,NA,NA,NA
"IN",1910,NA,NA,NA,2713,NA,NA,NA,NA
"IN",1911,NA,NA,NA,2751,NA,NA,NA,NA
"IN",1912,NA,NA,NA,2785,NA,NA,NA,NA
"IN",1913,NA,NA,NA,2824,NA,NA,NA,NA
"IN",1914,NA,NA,NA,2857,NA,NA,NA,NA
"IN",1915,NA,NA,NA,2873,NA,NA,NA,NA
"IN",1916,NA,NA,NA,2897,NA,NA,NA,NA
"IN",1917,NA,NA,NA,2910,NA,NA,NA,NA
"IN",1918,NA,NA,NA,2880,NA,NA,NA,NA
"IN",1919,NA,NA,NA,2906,NA,NA,NA,NA
"IN",1920,NA,NA,NA,2947,NA,NA,NA,NA
"IN",1921,NA,NA,NA,2976,NA,NA,NA,NA
"IN",1922,NA,NA,NA,2965,NA,NA,NA,NA
"IN",1923,NA,NA,NA,3042,NA,NA,NA,NA
"IN",1924,NA,NA,NA,3086,NA,NA,NA,NA
"IN",1925,NA,NA,NA,3119,NA,NA,NA,NA
"IN",1926,NA,NA,NA,3148,NA,NA,NA,NA
"IN",1927,NA,NA,NA,3191,NA,NA,NA,NA
"IN",1928,NA,NA,NA,3212,NA,NA,NA,NA
"IN",1929,NA,NA,NA,3226,NA,NA,NA,NA
"IN",1930,NA,NA,NA,3242,NA,NA,NA,NA
"IN",1931,NA,NA,NA,3257,NA,NA,NA,NA
"IN",1932,NA,NA,NA,3281,NA,NA,NA,NA
"IN",1933,NA,NA,NA,3304,NA,NA,NA,NA
"IN",1934,NA,NA,NA,3319,NA,NA,NA,NA
"IN",1935,NA,NA,NA,3332,NA,NA,NA,NA
"IN",1936,NA,NA,NA,3348,NA,NA,NA,NA
"IN",1937,NA,NA,NA,3374,NA,NA,NA,NA
"IN",1938,NA,NA,NA,3386,NA,NA,NA,NA
"IN",1939,NA,NA,NA,3403,NA,NA,NA,NA
"IN",1940,NA,NA,NA,3433,NA,NA,NA,NA
"IN",1941,NA,NA,NA,3483,NA,NA,NA,NA
"IN",1942,NA,NA,NA,3507,NA,NA,NA,NA
"IN",1943,NA,NA,NA,3449,NA,NA,NA,NA
"IN",1944,NA,NA,NA,3440,NA,NA,NA,NA
"IN",1945,NA,NA,NA,3427,NA,NA,NA,NA
"IN",1946,NA,NA,NA,3702,NA,NA,NA,NA
"IN",1947,NA,NA,NA,3779,NA,NA,NA,NA
"IN",1948,NA,NA,NA,3877,NA,NA,NA,NA
"IN",1949,NA,NA,NA,3958,NA,NA,NA,NA
"IN",1950,NA,NA,NA,3967,NA,NA,NA,NA
"IN",1951,NA,NA,NA,4096,NA,NA,NA,NA
"IN",1952,NA,NA,NA,4148,NA,NA,NA,NA
"IN",1953,NA,NA,NA,4182,NA,NA,NA,NA
"IN",1954,NA,NA,NA,4264,NA,NA,NA,NA
"IN",1955,NA,NA,NA,4363,NA,NA,NA,NA
"IN",1956,NA,NA,NA,4458,NA,NA,NA,NA
"IN",1957,NA,NA,NA,4529,NA,NA,NA,NA
"IN",1958,NA,NA,NA,4583,NA,NA,NA,NA
"IN",1959,NA,NA,NA,4613,NA,NA,NA,NA
"IN",1960,NA,NA,NA,4674,NA,NA,NA,NA
"IN",1961,NA,NA,NA,4730,NA,NA,NA,NA
"IN",1962,NA,NA,NA,4736,NA,NA,NA,NA
"IN",1963,NA,NA,NA,4799,NA,NA,NA,NA
"IN",1964,NA,NA,NA,4856,NA,NA,NA,NA
"IN",1965,NA,NA,NA,4922,NA,NA,NA,NA
"IN",1966,NA,NA,NA,4999,NA,NA,NA,NA
"IN",1967,NA,NA,NA,5053,NA,NA,NA,NA
"IN",1968,NA,NA,NA,5093,NA,NA,NA,NA
"IN",1969,NA,NA,NA,5143,NA,NA,NA,NA
"IN",1970,NA,NA,NA,5195.392,NA,NA,NA,NA
"IN",1971,NA,NA,NA,5253.396,NA,NA,NA,NA
"IN",1972,NA,NA,NA,5302.435,NA,NA,NA,NA
"IN",1973,NA,NA,NA,5338.277,NA,NA,NA,NA
"IN",1974,NA,NA,NA,5361.89,NA,NA,NA,NA
"IN",1975,NA,NA,NA,5365.766,NA,NA,NA,NA
"IA",1900,NA,NA,NA,2231,NA,NA,NA,NA
"IA",1901,NA,NA,NA,2227,NA,NA,NA,NA
"IA",1902,NA,NA,NA,2222,NA,NA,NA,NA
"IA",1903,NA,NA,NA,2217,NA,NA,NA,NA
"IA",1904,NA,NA,NA,2212,NA,NA,NA,NA
"IA",1905,NA,NA,NA,2211,NA,NA,NA,NA
"IA",1906,NA,NA,NA,2214,NA,NA,NA,NA
"IA",1907,NA,NA,NA,2217,NA,NA,NA,NA
"IA",1908,NA,NA,NA,2220,NA,NA,NA,NA
"IA",1909,NA,NA,NA,2223,NA,NA,NA,NA
"IA",1910,NA,NA,NA,2228,NA,NA,NA,NA
"IA",1911,NA,NA,NA,2249,NA,NA,NA,NA
"IA",1912,NA,NA,NA,2279,NA,NA,NA,NA
"IA",1913,NA,NA,NA,2305,NA,NA,NA,NA
"IA",1914,NA,NA,NA,2338,NA,NA,NA,NA
"IA",1915,NA,NA,NA,2366,NA,NA,NA,NA
"IA",1916,NA,NA,NA,2376,NA,NA,NA,NA
"IA",1917,NA,NA,NA,2382,NA,NA,NA,NA
"IA",1918,NA,NA,NA,2351,NA,NA,NA,NA
"IA",1919,NA,NA,NA,2379,NA,NA,NA,NA
"IA",1920,NA,NA,NA,2400,NA,NA,NA,NA
"IA",1921,NA,NA,NA,2407,NA,NA,NA,NA
"IA",1922,NA,NA,NA,2428,NA,NA,NA,NA
"IA",1923,NA,NA,NA,2425,NA,NA,NA,NA
"IA",1924,NA,NA,NA,2420,NA,NA,NA,NA
"IA",1925,NA,NA,NA,2427,NA,NA,NA,NA
"IA",1926,NA,NA,NA,2432,NA,NA,NA,NA
"IA",1927,NA,NA,NA,2441,NA,NA,NA,NA
"IA",1928,NA,NA,NA,2450,NA,NA,NA,NA
"IA",1929,NA,NA,NA,2460,NA,NA,NA,NA
"IA",1930,NA,NA,NA,2475,NA,NA,NA,NA
"IA",1931,NA,NA,NA,2482,NA,NA,NA,NA
"IA",1932,NA,NA,NA,2489,NA,NA,NA,NA
"IA",1933,NA,NA,NA,2495,NA,NA,NA,NA
"IA",1934,NA,NA,NA,2510,NA,NA,NA,NA
"IA",1935,NA,NA,NA,2524,NA,NA,NA,NA
"IA",1936,NA,NA,NA,2509,NA,NA,NA,NA
"IA",1937,NA,NA,NA,2498,NA,NA,NA,NA
"IA",1938,NA,NA,NA,2494,NA,NA,NA,NA
"IA",1939,NA,NA,NA,2520,NA,NA,NA,NA
"IA",1940,NA,NA,NA,2537,NA,NA,NA,NA
"IA",1941,NA,NA,NA,2491,NA,NA,NA,NA
"IA",1942,NA,NA,NA,2439,NA,NA,NA,NA
"IA",1943,NA,NA,NA,2334,NA,NA,NA,NA
"IA",1944,NA,NA,NA,2301,NA,NA,NA,NA
"IA",1945,NA,NA,NA,2308,NA,NA,NA,NA
"IA",1946,NA,NA,NA,2467,NA,NA,NA,NA
"IA",1947,NA,NA,NA,2509,NA,NA,NA,NA
"IA",1948,NA,NA,NA,2543,NA,NA,NA,NA
"IA",1949,NA,NA,NA,2578,NA,NA,NA,NA
"IA",1950,NA,NA,NA,2625,NA,NA,NA,NA
"IA",1951,NA,NA,NA,2617,NA,NA,NA,NA
"IA",1952,NA,NA,NA,2626,NA,NA,NA,NA
"IA",1953,NA,NA,NA,2629,NA,NA,NA,NA
"IA",1954,NA,NA,NA,2626,NA,NA,NA,NA
"IA",1955,NA,NA,NA,2679,NA,NA,NA,NA
